hrtf_type,dataset,name_gui,name_short,url,url_alternative,gdrive_url_high,flip_polarity,ash_version_reference,local_version,subject,attribution,license,comments,name_gui_original,name_short_original,default,id
Dummy Head / Head & Torso Simulator,SS2,KEMAR 1 (SS2),SS2-KEMAR-1,https://sofacoustics.org/data/database/ss2%20(mannequins)/KEMAR051123_1_processed.sofa,https://drive.google.com/file/d/1isTabsdIyrywI8skgwFmZ38g2e4gZxr_/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,45
Dummy Head / Head & Torso Simulator,SS2,KEMAR 2 (SS2),SS2-KEMAR-2,https://sofacoustics.org/data/database/ss2%20(mannequins)/KEMAR051123_2_processed.sofa,https://drive.google.com/file/d/1woUYvziqo2Bhc6xeO_irV6wHXDpeJHR8/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,46
Dummy Head / Head & Torso Simulator,SS2,KEMAR 3 (SS2),SS2-KEMAR-3,https://sofacoustics.org/data/database/ss2%20(mannequins)/KEMAR051123_3_processed.sofa,https://drive.google.com/file/d/1TJVtNJIMp_YdLaI_ylZc6maBBlRwiuy8/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,47
Dummy Head / Head & Torso Simulator,SS2,KEMAR 4 (SS2),SS2-KEMAR-4,https://sofacoustics.org/data/database/ss2%20(mannequins)/KEMAR051123_4_processed.sofa,https://drive.google.com/file/d/1T9UtXj1E6mImQWsHhxDVMHU00yOUni_I/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,48
Dummy Head / Head & Torso Simulator,SS2,B&K HATS 1 (SS2),SS2-BK-1,https://sofacoustics.org/data/database/ss2%20(mannequins)/HATS051123_1_processed.sofa,https://drive.google.com/file/d/1HW2g1rZdtSvEGRi9hKZ9-U1wn5kOw92H/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,49
Dummy Head / Head & Torso Simulator,SS2,B&K HATS 2 (SS2),SS2-BK-2,https://sofacoustics.org/data/database/ss2%20(mannequins)/HATS051123_2_processed.sofa,https://drive.google.com/file/d/1VZShefpBZ6KCe-cdkh_C11YIflKfhtd-/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,50
Dummy Head / Head & Torso Simulator,SS2,B&K HATS 3 (SS2),SS2-BK-3,https://sofacoustics.org/data/database/ss2%20(mannequins)/HATS051123_3_processed.sofa,https://drive.google.com/file/d/1mRqoOMAWqaY-hJrFKLL8KXhdCRfkiuk4/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,51
Dummy Head / Head & Torso Simulator,SS2,B&K HATS 4 (SS2),SS2-BK-4,https://sofacoustics.org/data/database/ss2%20(mannequins)/HATS051123_4_processed.sofa,https://drive.google.com/file/d/1j7040_QtAyltoJ3eETJ8PLqhj5iJ1KD4/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,52
Dummy Head / Head & Torso Simulator,SS2,KU100 1 (SS2),SS2-KU100-1,https://sofacoustics.org/data/database/ss2%20(mannequins)/KU100051023_1_processed.sofa,https://drive.google.com/file/d/1P5v4FTiZ7W9JjPG_9c1_rKH5RowfAxVq/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,53
Dummy Head / Head & Torso Simulator,SS2,KU100 2 (SS2),SS2-KU100-2,https://sofacoustics.org/data/database/ss2%20(mannequins)/KU100051023_2_processed.sofa,https://drive.google.com/file/d/1TTEkPPMNRhrbzvz4Mcnh1F-YzkhqD1wL/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,54
Dummy Head / Head & Torso Simulator,SS2,KU100 3 (SS2),SS2-KU100-3,https://sofacoustics.org/data/database/ss2%20(mannequins)/KU100051023_3_processed.sofa,https://drive.google.com/file/d/1aoeKAyI3Brs4wJ02P2BEvOE_eM77ThA0/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,55
Dummy Head / Head & Torso Simulator,SS2,KU100 4 (SS2),SS2-KU100-4,https://sofacoustics.org/data/database/ss2%20(mannequins)/KU100051023_4_processed.sofa,https://drive.google.com/file/d/1R8VrLazGCieYYOlcbFXeSh6oz95GCFep/view?usp=drive_link,,no,4.0.0,1.0.0,N/A,"M. Warnecke, S. Clapp, Z. Ben-Hur, D. L. Alon, S. V. Amengual Garí, and P. Calamia, ""Sound Sphere 2: A High-resolution HRTF Database,” in Proc. 5th AES International Conference on Audio for Virtual and Augmented Reality, Aug. 2024. Data from SS2 HRTF Database, Meta Reality Labs Research, Redmond. [Online]. Available: [https://facebookresearch.github.io/SS2_HRTF/]","Creative Commons Attribution 4.0 International (CC BY 4.0). You are free to share and adapt the SS2 HRTF dataset, provided appropriate credit is given to the authors and the dataset.",,,,,56
Human Listener,ARI,b_nh10,ARI-b_nh10,https://sofacoustics.org/data/database/ari/dtf b_nh10.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH10/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh10,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,57
Human Listener,ARI,b_nh102,ARI-b_nh102,https://sofacoustics.org/data/database/ari/dtf b_nh102.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH102/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh102,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,58
Human Listener,ARI,b_nh103,ARI-b_nh103,https://sofacoustics.org/data/database/ari/dtf b_nh103.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH103/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh103,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,59
Human Listener,ARI,b_nh104,ARI-b_nh104,https://sofacoustics.org/data/database/ari/dtf b_nh104.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH104/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh104,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,60
Human Listener,ARI,b_nh11,ARI-b_nh11,https://sofacoustics.org/data/database/ari/dtf b_nh11.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH11/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh11,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,61
Human Listener,ARI,b_nh110,ARI-b_nh110,https://sofacoustics.org/data/database/ari/dtf b_nh110.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH110/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh110,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,62
Human Listener,ARI,b_nh111,ARI-b_nh111,https://sofacoustics.org/data/database/ari/dtf b_nh111.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH111/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh111,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,63
Human Listener,ARI,b_nh115,ARI-b_nh115,https://sofacoustics.org/data/database/ari/dtf b_nh115.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH115/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh115,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,64
Human Listener,ARI,b_nh12,ARI-b_nh12,https://sofacoustics.org/data/database/ari/dtf b_nh12.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH12/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh12,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,65
Human Listener,ARI,b_nh120,ARI-b_nh120,https://sofacoustics.org/data/database/ari/dtf b_nh120.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH120/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh120,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,66
Human Listener,ARI,b_nh122,ARI-b_nh122,https://sofacoustics.org/data/database/ari/dtf b_nh122.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH122/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh122,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,67
Human Listener,ARI,b_nh123,ARI-b_nh123,https://sofacoustics.org/data/database/ari/dtf b_nh123.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH123/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh123,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,68
Human Listener,ARI,b_nh128,ARI-b_nh128,https://sofacoustics.org/data/database/ari/dtf b_nh128.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH128/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh128,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,69
Human Listener,ARI,b_nh129,ARI-b_nh129,https://sofacoustics.org/data/database/ari/dtf b_nh129.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH129/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh129,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,70
Human Listener,ARI,b_nh13,ARI-b_nh13,https://sofacoustics.org/data/database/ari/dtf b_nh13.sofa,https://projects.ari.oeaw.ac.at/research/experimental_audiology/hrtf/database/ItE/SOFA/NH13/hrtf_M_dtf%20b.sofa,,no,3.1.0,1.0.1,nh13,"Acoustics Research Institute (ARI), Austrian Academy of Sciences, ""ARI HRTF Database: High-resolution head-related transfer functions of more than 250 subjects,” [Online]. Available: https://www.oeaw.ac.at/isf/outreach/software/hrtf-database","ARI, Austrian Academy of Sciences. Licensed for non-commercial research and educational purposes only. Redistribution and commercial use prohibited.",,,,,71
